Name,Country,Starting Year,Ending Year,Matches,Batting Runs,Highest Score,Batting Average,Hundreds,Wickets,Best Bowling Figures Wickets,Best Bowling Figures Runs,Bowling Average,5 Wickets,Average Difference,Wicketkeeper
Ashfaq Ahmed,UAE,2018,2019,16,344,92,21.5,0,4,2,55,46.25,0,-24.74,no
Ashraf Ali,PAK,1980,1985,16,69,19*,17.25,0,-,-,-,-,-,-,no
GS Ballance,ENG,2013,2015,16,297,79,21.21,0,-,-,-,-,-,-,no
AD Brown,ENG,1996,2001,16,354,118,22.12,1,0,-,-,-,0,-,no
DG Brownlie,NZ,2012,2017,16,361,63,25.78,0,-,-,-,-,-,-,no
IM Chappell,AUS,1971,1980,16,673,86,48.07,0,2,2,14,11.5,0,36.57,no
FRJ Coleman,SCOT,2013,2015,16,211,70,15.07,0,-,-,-,-,-,-,yes
PB Dassanayake,SL,1993,1994,16,85,20*,10.62,0,-,-,-,-,-,-,no
JL Denly,ENG,2009,2020,16,446,87,34.3,0,1,1,24,101,0,-66.69,no
KA Edwards,WI,2011,2014,16,331,123*,23.64,1,-,-,-,-,-,-,no
G Goudie,SCOT,2008,2013,16,80,23,10,0,23,5,73,27.08,1,-17.08,no
BR Hartland,NZ,1992,1994,16,311,68*,20.73,0,-,-,-,-,-,-,no
Harvinder Singh,INDIA,1997,2001,16,6,3*,1.5,0,24,3,44,25.37,0,-23.87,no
Hasan Raza,PAK,1996,1999,16,242,77,18.61,0,-,-,-,-,-,-,no
Hazratullah Zazai,AFG,2018,2019,16,361,67,22.56,0,-,-,-,-,-,-,no
TG Hogan,AUS,1983,1984,16,72,27,9,0,23,4,33,24.95,0,-15.95,no
Ihsanullah,AFG,2017,2018,16,307,57*,21.92,0,-,-,-,-,-,-,no
PW Jarvis,ENG,1988,1993,16,31,16*,5.16,0,24,5,35,28,1,-22.83,no
MBS Jonkman,NL,2006,2010,16,59,16,11.8,0,24,3,24,23.54,0,-11.74,no
Khurram Khan,UAE,2004,2015,16,582,132*,41.57,1,12,4,32,36,0,5.57,no
CM Kuggeleijn,NZ,1988,1989,16,142,40,15.77,0,12,2,31,50.33,0,-34.55,no
NR Kumar,CAN,2010,2014,16,217,38,15.5,0,2,2,40,31.5,0,-15.99,no
DK Liyanage,SL,1992,2001,16,144,43,16,0,10,3,49,51,0,-34.99,no
KH MacLeay,AUS,1983,1987,16,139,41,12.63,0,15,6,39,41.73,1,-29.09,no
EB McSweeney,NZ,1986,1987,16,73,18*,8.11,0,-,-,-,-,-,-,no
SW Masakadza,ZIM,2010,2014,16,170,45*,21.25,0,25,4,46,35.64,0,-14.38,no
Nafees Iqbal,BDESH,2003,2005,16,309,58,19.31,0,-,-,-,-,-,-,no
Nasir Jamal,AFG,2014,2018,16,352,53,27.07,0,0,-,-,-,0,-,no
RR Pant,INDIA,2018,2020,16,374,71,26.71,0,-,-,-,-,-,-,no
L Sivaramakrishnan,INDIA,1985,1987,16,5,2*,2.5,0,15,3,35,35.86,0,-33.36,no
Umar Amin,PAK,2010,2018,16,271,59,18.06,0,0,-,-,-,0,-,no
Y Venugopal Rao,INDIA,2005,2006,16,218,61*,24.22,0,-,-,-,-,-,-,no
JM Vince,ENG,2015,2020,16,322,51,23,0,1,1,18,38,0,-14.99,no
Zulqarnain,PAK,1985,1989,16,18,11*,6,0,-,-,-,-,-,-,no
Al-Amin Hossain,BDESH,2014,2020,15,4,2*,2,0,22,4,51,27.63,0,-25.63,no
CJA Amini,PNG,2014,2019,15,296,61*,21.14,0,15,4,27,37.33,0,-16.19,no
Amjad Javed,UAE,2008,2017,15,239,56,19.91,0,9,3,60,67.55,0,-47.63,no
Anil Dalpat,PAK,1984,1986,15,87,37,12.42,0,-,-,-,-,-,-,no
Azeem Hafeez,PAK,1983,1985,15,45,15,15,0,15,4,22,39.06,0,-24.06,no
SB Bangar,INDIA,2002,2004,15,180,57*,13.84,0,7,2,39,54.85,0,-41.01,no
JP Bray,IRE,2006,2007,15,401,116,28.64,2,-,-,-,-,-,-,no
HR Bryan,WI,1999,1999,15,43,11,7.16,0,12,4,24,43.16,0,-35.99,no
RO Collinge,NZ,1973,1978,15,34,9,5.66,0,18,5,23,26.61,1,-20.94,no
SI de Saram,SL,1999,2001,15,183,38,16.63,0,-,-,-,-,-,-,no
PWH de Silva,SL,2017,2020,15,190,42*,19,0,17,3,15,32.17,0,-13.17,no
DR Doshi,INDIA,1980,1982,15,9,5*,3,0,22,4,30,23.81,0,-20.81,no
G Dymock,AUS,1974,1980,15,35,14*,11.66,0,15,2,21,27.46,0,-15.79,no
Ehsan Khan,HKG,2016,2018,15,102,27*,11.33,0,29,4,33,20.48,0,-9.14,no
AM Ellis,NZ,2012,2013,15,154,33,14,0,12,2,22,35.41,0,-21.41,no
PJ Forrest,AUS,2012,2012,15,368,104,26.28,1,-,-,-,-,-,-,no
AD Gaekwad,INDIA,1975,1987,15,269,78*,20.69,0,1,1,39,39,0,-18.3,no
OD Gibson,WI,1995,1997,15,141,52,14.1,0,34,5,40,18.26,2,-4.16,no
Iqbal Qasim,PAK,1977,1988,15,39,13,6.5,0,12,3,13,41.66,0,-35.16,no
RD Jackman,ENG,1974,1983,15,54,14,6.75,0,19,3,41,31.47,0,-24.72,no
GA Lamb,ZIM,2010,2011,15,197,37,17.9,0,12,3,45,38.91,0,-21,no
Mohammad Nawaz,PAK,2016,2019,15,199,53,22.11,0,17,4,42,35.7,0,-13.59,no
TK Musakanda,ZIM,2016,2018,15,304,60,21.71,0,0,-,-,-,0,-,no
JL Pattinson,AUS,2011,2015,15,42,13,10.5,0,16,4,51,42.56,0,-32.06,no
Rameez Shahzad,UAE,2016,2018,15,691,121*,53.15,2,0,-,-,-,0,-,yes
BG Rogers,ZIM,2002,2005,15,478,84,31.86,0,6,2,55,53.5,0,-21.63,no
KT Sandher,CAN,2006,2007,15,35,12,5.83,0,18,3,24,31.61,0,-25.77,no
WF Stelling,NL,2006,2007,15,180,44,30,0,22,3,12,25.77,0,4.22,no
RML Taylor,SCOT,2013,2016,15,154,46*,14,0,20,3,39,30.85,0,-16.84,no
CT Tremlett,ENG,2005,2011,15,50,19*,7.14,0,15,4,32,47,0,-39.85,no
Usman Ghani,AFG,2014,2017,15,411,118,27.4,1,1,1,21,34,0,-6.59,no
RE van der Merwe,NL/SA,2009,2019,15,96,57,19.2,0,18,3,27,36.55,0,-17.35,no
S Venkataraghavan,INDIA,1974,1983,15,54,26*,10.8,0,5,2,34,108.4,0,-97.59,no
Wajahatullah Wasti,PAK,1999,2000,15,349,84,23.26,0,3,3,36,23,0,0.26,no
K Weeraratne,SL,2000,2008,15,160,41,20,0,6,3,46,64.16,0,-44.16,no
LR Williams,WI,1996,2001,15,124,41,11.27,0,18,3,16,30.88,0,-19.61,no
PJ Wiseman,NZ,1998,2003,15,45,16,22.5,0,12,4,45,30.66,0,-8.16,no
Aizaz Cheema,PAK,2011,2012,14,26,9*,8.66,0,23,4,43,25.78,0,-17.11,no
Kabir Ali,ENG,2003,2006,14,93,39*,15.5,0,20,4,45,34.1,0,-18.59,no
FA Allen,WI,2018,2020,14,143,51,15.88,0,4,2,40,99.25,0,-83.36,no
JC Archer,ENG,2019,2019,14,13,7*,3.25,0,23,3,27,24.73,0,-21.48,no
GG Arnold,ENG,1972,1975,14,48,18*,16,0,19,4,27,17.84,0,-1.84,no
AB Barath,WI,2010,2012,14,394,113,30.3,1,-,-,-,-,-,-,no
STR Binny,INDIA,2014,2015,14,230,77,28.75,0,20,6,4,21.95,1,6.8,no
BR Blair,NZ,1982,1986,14,174,29*,14.5,0,1,1,7,34,0,-19.49,no
SM Boland,AUS,2016,2016,14,9,4,3,0,16,3,67,45.31,0,-42.31,no
SL Boock,NZ,1978,1987,14,30,12,10,0,15,3,28,34.2,0,-24.19,no
LE Bosman,Afr/SA,2006,2010,14,301,88,25.08,0,-,-,-,-,-,-,no
Dhiman Ghosh,BDESH,2008,2008,14,126,30,14,0,-,-,-,-,-,-,no
K Doriga,PNG,2017,2019,14,246,89*,22.36,0,-,-,-,-,-,-,no
RM Ellison,ENG,1984,1986,14,86,24,10.75,0,12,3,42,42.5,0,-31.74,no
DR Gilbert,AUS,1986,1986,14,39,8,7.8,0,18,5,46,30.66,1,-22.86,no
RO Hinds,WI,2001,2004,14,101,18*,16.83,0,6,2,19,58.33,0,-41.49,no
PA Hitchcock,NZ,2002,2008,14,41,11*,10.25,0,12,3,30,39,0,-28.74,no
Jahurul Islam,BDESH,2010,2013,14,270,53,22.5,0,-,-,-,-,-,-,no
NG Jones,IRE,2010,2011,14,74,25*,14.8,0,10,2,19,23.4,0,-8.59,no
S Jyoti,CAN,2006,2010,14,264,117,22,1,1,1,26,90,0,-67.99,no
TP Kamungozi,ZIM,2006,2015,14,27,12*,5.4,0,12,2,36,45.66,0,-40.26,no
DR Lockhart,SCOT,2006,2010,14,218,46,24.22,0,-,-,-,-,-,-,no
RB McCosker,AUS,1975,1982,14,320,95,22.85,0,-,-,-,-,-,-,no
A McGrath,ENG,2003,2004,14,166,52,16.6,0,4,1,13,43.75,0,-27.14,no
BJ McKechnie,NZ,1975,1981,14,54,27,13.5,0,19,3,23,26.05,0,-12.55,no
MP Maynard,ENG,1994,2000,14,156,41,14.18,0,-,-,-,-,-,-,no
Mohammad Hussain,PAK,1997,1998,14,154,31*,30.8,0,13,4,33,42.07,0,-11.27,no
CT Mutombodzi,ZIM,2013,2020,14,177,34,14.75,0,7,2,33,51.28,0,-36.53,no
SO Ngoche,KENYA,2010,2014,14,68,28,7.55,0,12,2,28,35.91,0,-28.36,no
N Pokana,PNG,2017,2019,14,52,11*,10.4,0,20,3,25,25.15,0,-14.74,no
Rahat Ali,PAK,2012,2016,14,8,6*,2.66,0,18,3,40,36.55,0,-33.88,no
Zahoor Elahi,PAK,1996,1997,14,297,86,22.84,0,-,-,-,-,-,-,no
Aaron Jones,USA,2019,2020,13,416,95,34.66,0,-,-,-,-,-,-,no
MR Adair,IRE,2019,2020,13,162,32,18,0,17,4,19,37.82,0,-19.82,no
AC Agar,AUS,2015,2020,13,189,46,21,0,10,2,48,61.9,0,-40.89,no
PJW Allott,ENG,1982,1985,13,15,8,3,0,15,3,41,36.8,0,-33.79,no
SW Ambris,WI,2017,2020,13,447,148,44.7,1,-,-,-,-,-,-,no
KJ Arnott,ZIM,1987,1993,13,238,60,23.8,0,-,-,-,-,-,-,no
J Arun Lal,INDIA,1982,1989,13,122,51,9.38,0,-,-,-,-,-,-,no
AM Bacher,SA,1997,2005,13,270,56,20.76,0,3,2,36,21.33,0,-0.56,no
TC Bastiampillai,CAN,2007,2014,13,175,49,13.46,0,0,-,-,-,0,-,no
AC Bedade,INDIA,1994,1994,13,158,51,22.57,0,-,-,-,-,-,-,no
PC Connell,IRE,2008,2010,13,40,22*,20,0,13,3,68,39.84,0,-19.84,no
JP Crawley,ENG,1994,1999,13,235,73,21.36,0,-,-,-,-,-,-,no
CD Cumming,NZ,2003,2009,13,161,45*,13.41,0,0,-,-,-,0,-,no
CD de Lange,SCOT,2016,2017,13,123,26*,20.5,0,16,5,60,23.18,1,-2.68,no
PA Desai,CAN,2010,2014,13,8,3*,2.66,0,12,3,35,40.41,0,-37.74,no
AB Dinda,INDIA,2010,2013,13,21,16,4.2,0,12,2,44,51,0,-46.79,no
BN French,ENG,1985,1988,13,34,9*,6.8,0,-,-,-,-,-,-,no
MN Hart,NZ,1994,2002,13,61,16,7.62,0,13,5,22,28.69,1,-21.06,no
DW Headley,ENG,1996,1999,13,22,10*,11,0,11,2,38,47.27,0,-36.27,no
MM Iqbal,SCOT,2009,2014,13,192,63,24,0,4,2,35,67.5,0,-43.49,no
SC Joseph,WI,2000,2005,13,161,58,16.1,0,-,-,-,-,-,-,no
CBRLS Kumara,SL,2017,2019,13,17,7*,5.66,0,13,2,26,47.92,0,-42.25,no
JJC Lawson,WI,2001,2005,13,18,8,6,0,17,4,57,29.29,0,-23.29,no
J Lewis,ENG,2005,2007,13,50,17,8.33,0,18,4,36,27.77,0,-19.44,no
TN Madondo,ZIM,1998,2001,13,191,71,15.91,0,-,-,-,-,-,-,no
VV Morea,PNG,2014,2018,13,313,65*,26.08,0,-,-,-,-,-,-,no
SJ Myburgh,NL,2011,2018,13,294,56,24.5,0,-,-,-,-,-,-,no
A Nao,PNG,2017,2019,13,90,46,45,0,14,3,40,35.35,0,9.64,no
Naved Anjum,PAK,1984,1992,13,113,30,12.55,0,8,2,27,43,0,-30.44,no
SN Netravalkar,USA,2019,2020,13,79,19*,15.8,0,19,5,32,16.68,1,-0.88,no
MD Patel,USA,2019,2020,13,287,82,23.91,0,-,-,-,-,-,-,no
SP Patil,UAE,2014,2015,13,263,99*,26.3,0,-,-,-,-,-,-,no
MDK Perera,SL,2007,2018,13,152,30,12.66,0,13,3,48,31.46,0,-18.79,no
S Ranatunga,SL,1994,1996,13,253,70,23,0,-,-,-,-,-,-,no
JA Richardson,AUS,2018,2020,13,92,29,18.4,0,24,4,26,28.75,0,-10.34,no
GR Robertson,AUS,1994,1998,13,45,15,15,0,8,3,29,53.75,0,-38.74,no
GA Rogers,SCOT,2006,2008,13,81,26,16.2,0,8,2,22,51.12,0,-34.92,no
Sajid Ali,PAK,1984,1997,13,130,28,10.83,0,-,-,-,-,-,-,no
Sohail Khan,PAK,2008,2016,13,25,7,5,0,19,5,55,31.42,1,-26.42,no
MC Sorensen,IRE,2013,2016,13,125,31,20.83,0,16,4,40,32.5,0,-11.66,no
J Theron,SA/USA,2010,2020,13,47,12,5.22,0,23,5,44,22.65,1,-17.42,no
KJ Wadsworth,NZ,1973,1976,13,258,104,28.66,1,-,-,-,-,-,-,no
AG Wharf,ENG,2004,2005,13,19,9,9.5,0,18,4,24,23.77,0,-14.27,no
BTJ Wheal,SCOT,2016,2019,13,16,14,4,0,23,3,34,22.08,0,-18.08,no
B Wood,ENG,1972,1982,13,314,78*,31.4,0,9,2,14,24.88,0,6.51,no
Ziaur Rahman,BDESH,2013,2014,13,124,41,11.27,0,10,5,30,30.1,1,-18.82,no
M Zondeki,Afr/SA,2002,2008,13,4,3*,4,0,11,2,40,45.81,0,-41.81,no
RG Aga,KENYA,2004,2014,12,150,86,16.66,0,8,2,17,40,0,-23.33,no
Ahsan Malik,NL,2011,2014,12,14,10*,-,0,12,3,38,34,0,-,no
DCC Borden,BMUDA,2006,2008,12,98,24,14,0,15,4,30,26.13,0,-12.13,no
GD Campbell,AUS,1989,1990,12,6,4*,3,0,18,3,17,22.44,0,-19.44,no
RP de Groen,NZ,1993,1994,12,12,7*,2.4,0,8,2,34,59.75,0,-57.34,no
MH Denness,ENG,1973,1975,12,264,66,29.33,0,-,-,-,-,-,-,no
AP Devcich,NZ,2013,2016,12,195,58,17.72,0,4,2,33,72.75,0,-55.02,no
Ehsan Nawaz,HKG,2014,2018,12,30,11,5,0,16,4,47,28.62,0,-23.62,no
RC Fredericks,WI,1973,1977,12,311,105,25.91,1,2,2,10,5,0,20.91,no
Haroon Rasheed,PAK,1977,1982,12,166,63*,20.75,0,-,-,-,-,-,-,no
VA Holder,WI,1973,1978,12,64,30,12.8,0,19,5,50,23.89,1,-11.09,no
LG Howell,NZ,1998,1998,12,287,68,23.91,0,-,-,-,-,-,-,no
Ikram Alikhil,AFG,2019,2019,12,234,86,26,0,-,-,-,-,-,-,no
MP Jarvis,ZIM,1987,1995,12,37,17,18.5,0,9,2,37,50.11,0,-31.61,no
GSNFG Jayasuriya,SL,2015,2019,12,195,96,21.66,0,3,1,15,92.33,0,-70.66,no
MO Jones,BMUDA,2006,2007,12,113,27,11.3,0,8,2,25,60.25,0,-48.94,no
BD Julien,WI,1973,1977,12,86,26*,14.33,0,18,4,20,25.72,0,-11.38,no
AR Khurasiya,INDIA,1999,2001,12,149,57,13.54,0,-,-,-,-,-,-,no
Krishna Chandran,UAE,2014,2016,12,134,43,16.75,0,7,3,45,61.57,0,-44.82,no
DS Kulkarni,INDIA,2014,2016,12,27,25*,-,0,19,4,34,26.73,0,-,no
CB Lambert,USA/WI,1990,2004,12,407,119,33.91,1,0,-,-,-,0,-,no
N Madziva,ZIM,2014,2016,12,67,25,7.44,0,20,4,49,25.95,0,-18.5,no
MAWR Madurasinghe,SL,1988,1992,12,21,8*,10.5,0,5,1,11,71.6,0,-61.09,no
RG Petrie,NZ,1990,1991,12,65,21,13,0,12,2,25,37.41,0,-24.41,no
A Ratra,INDIA,2002,2002,12,90,30,12.85,0,-,-,-,-,-,-,no
V Shankar,INDIA,2019,2019,12,223,46,31.85,0,4,2,15,52.5,0,-20.64,no
CJ Smith,BMUDA,2006,2007,12,192,52,16,0,-,-,-,-,-,-,no
GM Strydom,ZIM,2006,2006,12,147,58,14.7,0,1,1,28,61,0,-46.29,no
ML Su'a,NZ,1992,1995,12,24,12*,4.8,0,9,4,59,40.77,0,-35.97,no
MR Swart,NL,2011,2014,12,197,52,19.7,0,3,1,21,102,0,-82.29,no
SR Taylor,USA,2019,2020,12,186,56,15.5,0,9,4,23,26.88,0,-11.38,no
MK Tiwary,INDIA,2008,2015,12,287,104*,26.09,1,5,4,61,30,0,-3.9,no
KL Tucker,BMUDA,2006,2007,12,95,34,9.5,0,-,-,-,-,-,-,no
KEA Upashantha,SL,1995,2001,12,49,15,7,0,12,4,37,40.08,0,-33.08,no
JDF Vandersay,SL,2015,2019,12,71,25,11.83,0,11,3,50,43.63,0,-31.8,no
B Warnapura,SL,1975,1982,12,180,77,15,0,8,3,42,39.5,0,-24.49,no
Jai P Yadav,INDIA,2002,2005,12,81,69,20.25,0,6,2,32,54.33,0,-34.08,no
KK Ahmed,INDIA,2018,2019,11,9,5,4.5,0,15,3,13,31,0,-26.49,no
Aqib Ilyas,OMAN,2019,2020,11,621,109*,69,2,16,4,36,12.62,0,56.37,no
JP Behrendorff,AUS,2019,2019,11,19,11*,9.5,0,16,5,44,32.31,1,-22.81,no
GE Bradburn,NZ,1990,2001,11,60,30,8.57,0,6,2,18,53,0,-44.42,no
RJ Bright,AUS,1974,1986,11,66,19*,16.5,0,3,1,28,116.66,0,-100.16,no
C Carter,HKG,2015,2018,11,114,43,12.66,0,-,-,-,-,-,-,no
BB Chari,ZIM,2015,2019,11,150,39,13.63,0,-,-,-,-,-,-,no
BE Congdon,NZ,1973,1978,11,338,101,56.33,1,7,2,17,41,0,15.33,no
ML Cummins,WI,2014,2017,11,10,5,5,0,9,3,82,52.66,0,-47.66,yes
KM Curran,ZIM,1983,1987,11,287,73,26.09,0,9,3,65,44.22,0,-18.13,no
HT Davis,NZ,1994,1997,11,13,7*,6.5,0,11,4,35,39.63,0,-33.13,no
SKL de Silva,SL,1997,1997,11,161,57,53.66,0,-,-,-,-,-,-,no
TM Dowlin,WI,2009,2010,11,228,100*,25.33,1,-,-,-,-,-,-,no
J Edness,BMUDA,2007,2008,11,252,72,28,0,-,-,-,-,-,-,no
MV Fleming,ENG,1997,1998,11,139,33,15.44,0,17,4,45,25.52,0,-10.08,no
JS Foster,ENG,2001,2002,11,41,13,13.66,0,-,-,-,-,-,-,no
RS Gabriel,WI,1984,1984,11,167,41,15.18,0,-,-,-,-,-,-,no
HJW Gardiner,SCOT,2013,2015,11,262,96,23.81,0,-,-,-,-,-,-,no
RS Gavaskar,INDIA,2004,2004,11,151,54,18.87,0,1,1,56,74,0,-55.12,no
SF Graf,AUS,1980,1981,11,24,8,4,0,8,2,23,43.12,0,-39.12,no
DR Hadlee,NZ,1973,1976,11,40,20,8,0,20,4,34,18.2,0,-10.19,no
Hammad Azam,PAK,2011,2015,11,80,36,16,0,2,1,21,84.5,0,-68.49,no
BF Hastings,NZ,1973,1975,11,151,37,18.87,0,-,-,-,-,-,-,no
MC Henriques,AUS,2009,2017,11,81,18,9,0,7,3,32,43.71,0,-34.71,no
RS Higgins,ZIM,2006,2006,11,15,7*,2.5,0,13,4,21,29.23,0,-26.73,no
WR James,ZIM,1992,1996,11,101,29,14.42,0,-,-,-,-,-,-,no
Jatinder Singh,OMAN,2019,2020,11,182,62,16.54,0,-,-,-,-,-,-,no
Khawar Ali,OMAN,2019,2020,11,245,79*,24.5,0,12,4,23,33.41,0,-8.91,no
RJ Kirtley,ENG,2001,2004,11,2,1,1,0,9,2,33,53.44,0,-52.44,no
RP Lefebvre,NL,1996,2003,11,171,45,28.5,0,9,2,38,38.44,0,-9.94,no
RJ McCurdy,AUS,1985,1985,11,33,13*,8.25,0,12,3,19,31.25,0,-22.99,no
A Maregwede,ZIM,2003,2005,11,124,37,12.4,0,-,-,-,-,-,-,no
KO Meth,ZIM,2006,2012,11,106,53,13.25,0,6,2,52,69.83,0,-56.58,no
Mohammad Kashif,NL,2006,2010,11,1,1,0.33,0,9,3,42,45.55,0,-45.22,no
Mohammad Tauqir,UAE,2004,2015,11,95,55,13.57,0,9,2,38,42.55,0,-28.98,no
Mohammad Zahid,PAK,1996,2002,11,15,7*,7.5,0,10,2,20,39.1,0,-31.59,no
HJC Mol,NL,2002,2008,11,67,23,8.37,0,5,2,17,29.8,0,-21.42,no
Naved Latif,PAK,2001,2003,11,262,113,23.81,1,0,-,-,-,0,-,no
Nazimuddin,BDESH,2008,2012,11,147,47,13.36,0,-,-,-,-,-,-,no
Qadeer Ahmed,UAE,2015,2019,11,9,4,4.5,0,8,2,38,58.37,0,-53.87,no
LG Rowe,WI,1975,1980,11,136,60,17,0,-,-,-,-,-,-,no
Sandeep Goud,OMAN,2019,2020,11,179,67*,35.8,0,0,-,-,-,0,-,no
Shafiuddin Ahmed,BDESH,1997,2000,11,22,11,5.5,0,11,3,42,38.72,0,-33.22,no
A Shahzad,ENG,2010,2011,11,39,9,6.5,0,17,3,41,28.82,0,-22.32,no
G Sharma,INDIA,1985,1987,11,11,7,5.5,0,10,3,29,36.1,0,-30.59,no
CB Sole,SCOT,2016,2018,11,16,7,3.2,0,18,4,28,26,0,-22.79,no
Suraj Kumar,OMAN,2019,2020,11,181,58,30.16,0,-,-,-,-,-,-,no
SN Thakur,INDIA,2017,2020,11,77,22*,19.25,0,12,4,52,50.75,0,-31.49,no
RJW Topley,ENG,2015,2020,11,7,6,7,0,17,4,50,25.94,0,-18.94,no
RJ Trott,BMUDA,2007,2009,11,130,48*,21.66,0,16,4,46,25.75,0,-4.08,no
LJ Tucker,IRE,2019,2020,11,163,56,18.11,0,-,-,-,-,-,-,no
SD Udal,ENG,1994,2005,11,35,11*,11.66,0,9,2,37,44.44,0,-32.77,no
Usman Limbada,CAN,2010,2014,11,189,50,18.9,0,-,-,-,-,-,-,no
M van Jaarsveld,SA,2002,2004,11,124,45,20.66,0,2,1,0,9,0,11.66,no
BGK Walker,NZ,2000,2002,11,47,16*,15.66,0,8,2,43,52.12,0,-36.45,no
P Wilson,AUS,1997,1998,11,4,2,1.33,0,13,3,39,34.61,0,-33.28,no
Yasir Arafat,PAK,2000,2009,11,74,27,14.8,0,4,1,28,93.25,0,-78.44,no
Zeeshan Maqsood,OMAN,2019,2020,11,253,109,28.11,1,20,4,15,17.25,0,10.86,no
Aarif Sheikh,NEPAL,2018,2020,10,130,29,16.25,0,0,-,-,-,0,-,no
DS Airee,NEPAL,2018,2020,10,159,40,17.66,0,2,1,19,39.5,0,-21.83,no
MW Alleyne,ENG,1999,2000,10,151,53,21.57,0,10,3,27,28,0,-6.42,no
Asif Iqbal,PAK,1973,1979,10,330,62,55,0,16,4,56,23.62,0,31.37,no
LS Baker,WI,2008,2009,10,13,11*,6.5,0,11,3,47,32.27,0,-25.77,no
WD Balaji Rao,CAN,2008,2011,10,59,24,7.37,0,12,4,57,37.33,0,-29.95,no
GJ Batty,ENG,2002,2009,10,30,17,5,0,5,2,40,73.2,0,-68.19,no
D Bau,PNG,2016,2017,10,170,46,18.88,0,-,-,-,-,-,-,no
BS Bedi,INDIA,1974,1979,10,31,13,6.2,0,7,2,44,48.57,0,-42.37,no
AR Berenger,UAE,2014,2015,10,205,66,20.5,0,-,-,-,-,-,-,no
Bilal Khan,OMAN,2019,2020,10,9,8*,4.5,0,18,4,49,21,0,-16.49,no
Bilawal Bhatti,PAK,2013,2015,10,89,39,14.83,0,6,3,37,73.16,0,-58.33,no
KC Brathwaite,WI,2016,2017,10,278,78,27.8,0,1,1,56,140,0,-112.19,no
ST Clarke,WI,1978,1982,10,60,20,10,0,13,3,22,18.84,0,-8.84,yes
Enamul Haque jnr,BDESH,2005,2009,10,12,5,3,0,14,3,16,30.14,0,-27.14,no
K Gore,USA,2019,2020,10,130,31,16.25,0,10,4,20,27,0,-10.74,no
EJ Gray,NZ,1984,1988,10,98,38,16.33,0,8,2,26,35.75,0,-19.41,no
SK Gupta,KENYA,1996,2001,10,121,41,13.44,0,-,-,-,-,-,-,yes
HF Gurney,ENG,2014,2014,10,15,6*,7.5,0,11,4,55,39.27,0,-31.77,no
TE Jesty,ENG,1983,1983,10,127,52*,21.16,0,1,1,23,93,0,-71.83,no
RL Johnson,ENG,2003,2003,10,16,10,5.33,0,11,3,22,21.72,0,-16.39,no
Kabir Khan,PAK,1994,2000,10,10,5,10,0,12,2,23,25.25,0,-15.24,no
SKW Kelly,BMUDA,2006,2009,10,14,7*,-,0,14,3,36,26.5,0,-,no
P Khadka,NEPAL,2018,2020,10,315,115,35,1,9,4,26,27,0,8,no
SC Khanna,INDIA,1979,1984,10,176,56,22,0,-,-,-,-,-,-,no
RK Kleinveldt,SA,2013,2013,10,105,43,15,0,12,4,22,37.33,0,-22.33,no
NM Kulkarni,INDIA,1997,1998,10,11,5*,5.5,0,11,3,27,32.45,0,-26.95,no
RR Kulkarni,INDIA,1983,1987,10,33,15,16.5,0,10,3,42,34.5,0,-17.99,no
S Lamichhane,NEPAL,2018,2020,10,78,28,13,0,23,6,16,16.3,1,-3.3,no
P Lever,ENG,1971,1975,10,17,8*,17,0,11,4,35,23.72,0,-6.72,no
AS Luseno,KENYA,2003,2010,10,34,16*,17,0,9,4,32,35.11,0,-18.11,no
DE Malcolm,ENG,1990,1994,10,9,4,3,0,16,3,40,25.25,0,-22.24,no
G Malla,NEPAL,2018,2020,10,222,56,22.2,0,-,-,-,-,-,-,no
MF Malone,AUS,1977,1982,10,36,15*,9,0,11,2,9,28.63,0,-19.63,no
JAH Marshall,NZ,2005,2008,10,250,161,25,1,-,-,-,-,-,-,no
JJ Martin,INDIA,1999,2001,10,158,39,22.57,0,-,-,-,-,-,-,no
DES Maxwell,CAN,2006,2007,10,166,59,27.66,0,1,1,23,70,0,-42.33,no
Mohammad Nadeem,OMAN,2019,2020,10,212,69*,70.66,0,9,3,43,26,0,44.66,no
PWA Mulder,SA,2017,2019,10,74,19*,14.8,0,8,2,59,38.5,0,-23.69,no
DA Murray,WI,1973,1981,10,45,35,9,0,-,-,-,-,-,-,no
Mushtaq Mohammad,PAK,1973,1978,10,209,55,34.83,0,0,-,-,-,0,-,no
P Mustard,ENG,2007,2008,10,233,83,23.3,0,-,-,-,-,-,-,no
IE O'Brien,NZ,2008,2009,10,3,3*,-,0,14,3,68,34.85,0,-,no
GAHM Parkar,INDIA,1982,1984,10,165,42,18.33,0,-,-,-,-,-,-,no
MA Parker,SCOT,2010,2010,10,59,22,9.83,0,12,4,33,27.25,0,-17.41,no
BP Patel,INDIA,1974,1979,10,243,82,30.37,0,-,-,-,-,-,-,no
GA Paterson,ZIM,1983,1987,10,123,27,12.3,0,-,-,-,-,-,-,no
PWE Rawson,ZIM,1983,1987,10,80,24*,16,0,12,3,47,35.58,0,-19.58,no
GK Robertson,NZ,1981,1989,10,49,17,8.16,0,6,2,29,53.5,0,-45.33,no
RL Sanghvi,INDIA,1998,1998,10,8,8,4,0,10,3,29,39.9,0,-35.89,no
Shabir Noori,AFG,2010,2016,10,191,94,19.1,0,-,-,-,-,-,-,no
